"","Countryname","Country","EMERGING_RISK_HEALTH_AV","EMERGING_RISK_MACRO_FISCAL_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","OVERALL_HEALTH_AV","OVERALL_FOOD_SECURITY_AV","OVERALL_MACRO_FISCAL_AV","OVERALL_SOCIOECONOMIC_VULNERABILITY_AV","OVERALL_NATURAL_HAZARDS_AV","OVERALL_FRAGILITY_INSTITUTIONS_AV","OVERALL_FLAGS_AV","OVERALL_FLAGS_AV_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_HEALTH_SQ_ALT","OVERALL_HEALTH_FILTER_10","OVERALL_FOOD_SECURITY_FILTER_10","OVERALL_MACRO_FISCAL_FILTER_10","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_10","OVERALL_NATURAL_HAZARDS_FILTER_10","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_10","OVERALL_FLAGS_FILTER_10","OVERALL_FLAGS_FILTER_10_MED","OVERALL_HEALTH_FILTER_7","OVERALL_FOOD_SECURITY_FILTER_7","OVERALL_MACRO_FISCAL_FILTER_7","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7","OVERALL_NATURAL_HAZARDS_FILTER_7","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7","OVERALL_FLAGS_FILTER_7","OVERALL_FLAGS_FILTER_7_MED","OVERALL_HEALTH_FILTER_7_5","OVERALL_FOOD_SECURITY_FILTER_7_5","OVERALL_MACRO_FISCAL_FILTER_7_5","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7_5","OVERALL_NATURAL_HAZARDS_FILTER_7_5","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5_MED","OVERALL_HEALTH_GEO","OVERALL_FOOD_SECURITY_GEO","OVERALL_MACRO_FISCAL_GEO","OVERALL_SOCIOECONOMIC_VULNERABILITY_GEO","OVERALL_NATURAL_HAZARDS_GEO","OVERALL_FRAGILITY_INSTITUTIONS_GEO","OVERALL_FLAGS_GEO","OVERALL_FLAGS_GEO_MED","UNDERLYING_RISK_HEALTH","UNDERLYING_RISK_FOOD_SECURITY","UNDERLYING_RISK_MACRO_FISCAL","UNDERLYING_RISK_SOCIOECONOMIC_VULNERABILITY","UNDERLYING_RISK_NATURAL_HAZARDS","UNDERLYING_RISK_FRAGILITY_INSTITUTIONS","UNDERLYING_FLAGS","UNDERLYING_FLAGS_MED","EMERGING_RISK_HEALTH","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_SOCIOECONOMIC_VULNERABILITY","EMERGING_RISK_MACRO_FISCAL","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","EMERGING_FLAGS","EMERGING_FLAGS_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","H_coefvar","M_coefvar","Fr_coefvar","NH_coefvar","F_coefvar","S_coefvar","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"11","Chad","TCD",0.563328902367563,7.31073943661973,NA,8.55,8.5,6.7445279757551,10,2.66666666666667,10,4,4.5,9.24677577075104,2.88173962144656,0,0,0,10,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,8.42614977317636,8.36660026534076,6.72071887504073,10,0,10,4,4.5,10,10,6.17831651489048,10,5.33333333333333,10,4,4,7.1,7,10,7.31073943661973,0,10,2,3.5,8.55028621545486,2.4434193447456,NA,0.866025403784439,NA,NA,NA,0,0.3
"12","Croatia","HRV",1.52441933998099,10,NA,4.43084399874264,1.11004784688995,6.49858478956436,5.78571428571428,3.16666666666667,2.5,0,1,2.65914794847249,7.14960698044674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37822224088383,1.10457941940808,5.47464115639438,3.96412483586046,0,0,0,0.5,3.75,1.2200956937799,2.99716957912872,1.57142857142857,6.33333333333333,0,0,0,5.11168799748528,1,10,10,0,5,2,2,7.07106781186548,1.59131615818121,NA,1.73205080756888,NA,NA,1.03385822500713,0,0.3
"13","Lebanon","LBN",1.42288367732841,9.95158450704226,NA,8.75,6.6866028708134,9.97579225352113,2.78571428571429,8.5,5,3,4,5.61659435100152,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,3,3,10,0,10,0,10,0,3,3,8.66025403784439,5.80793056228016,9.97576288162577,0,8.36660026534076,0,3,3.5,7.5,3.37320574162679,10,5.57142857142857,7,10,2,3,10,10,0,9.95158450704226,10,0,3,3.5,3.15461321037021,2.03885707552005,NA,NA,1.4142135623731,NA,NA,0,0.3
"14","Maldives","MDV",NA,NA,NA,8.62,NA,NA,NA,1.83333333333334,0,1,1,1,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.50881895447306,NA,NA,NA,0,0,1,1,7.24,2.91866028708134,NA,3.14285714285714,3.66666666666667,0,0,0.5,10,NA,NA,NA,0,0,1,1,1,1.87699675250724,NA,NA,NA,NA,NA,0,0.6
"15","Mauritania","MRT",0.755232949200865,0,NA,7.41,7.56698564593302,3.55986955451637,7.64285714285714,3.83333333333333,0,3,3,1,5.76439665990508,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,2,5,10,0,10,0,0,2,2.5,7.10914903487049,7.5457139518446,0,7.61577310586391,0,0,3,3,9.5,8.13397129186603,7.11973910903274,8.28571428571428,7.66666666666667,0,0,2.5,5.32,7,7,0,0,0,0,1,1,1.93540961917643,NA,NA,NA,NA,NA,0,0.3
"16","Ukraine","UKR",1.57404962241615,9.02728873239439,NA,6.52633143071219,NA,8.83649693818833,5.29976190476191,1.83333333333334,2.01510537758515,1,2,2.45595990689186,8.1563857568315,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,6.5251086054652,NA,8.83443697299808,4.25692712780341,0,0,1,1.5,6.4,2.29665071770335,8.64570514398228,2.14285714285714,3.66666666666667,0,0,0.5,6.65266286142438,NA,8.45666666666667,9.02728873239439,0,4.03021075517029,0,1,6.03173906426028,1.62039014130774,NA,1.73205080756888,NA,NA,1.02718912742627,0,0.4
"17","Zimbabwe","ZWE",2.75560338337967,6.29841549295775,NA,9.125,10,8.14920774647888,9.21428571428572,3.08333333333333,10,5,5,8.90856650915841,5.61887054986346,0,10,0,0,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,9.08295106229247,10,7.93625572480987,9.18072515031979,0,10,5,5,8.25,10,10,8.42857142857143,6.16666666666667,10,3,4,10,10,10,6.29841549295775,0,10,4,4,7.93625572480987,1.02730915892507,NA,1.73205080756888,NA,0.471404520791032,NA,0,0.2
"18","Belarus","BLR",1.9139117409693,10,NA,6.42307692307693,2.01435406698565,9.10749446222004,4.28571428571428,1,0,1,1.5,1.77827941003892,7.20042765710969,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,6.40224239562262,1.75673686188737,9.06365760851549,3.3166247903554,0,0,1,1.5,6.94,1.02870813397129,8.21498892444007,1.57142857142857,2,0,0,0.5,5.90615384615385,3,7,10,0,0,1,1.5,3.16227766016838,1.25340017642436,NA,NA,NA,NA,NA,0,0.3
"19","Brazil","BRA",NA,9.11531690140845,NA,6.875,NA,7.18225849992893,7.5,2.5,2.44557104496179,2,2.5,2.58401787055717,9.93045881045957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.12372435695795,NA,6.91723372283104,7.07106781186548,0,0,1,2,3.75,3.73205741626794,5.24920009844942,5,5,0,0,0,10,NA,10,9.11531690140845,0,4.89114208992358,2,2.5,6.67714835535879,0.693296278483719,NA,1.73205080756888,NA,NA,1.14633034176488,0,0.3
"20","Cabo Verde","CPV",1.69107397077356,7.04665492957748,NA,5.97138,4.68181818181818,5.78489527182787,6.42197695811943,0.416666666666667,0,0,1.5,1.62928009302572,6.01072382965741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56367382221496,4.36931448752651,5.64561563269163,6.41532100846757,0,0,0,1.5,8.14,6.36363636363636,4.52313561407827,6.71428571428571,0.833333333333334,0,0,0.5,3.80276,3,6.12966820195315,7.04665492957748,0,0,0,0.5,2.6545536215299,1.21746653924958,NA,NA,NA,NA,1.64734485500584,0,0.3
"21","Haiti","HTI",1.02348013408201,4.8899647887324,NA,6.82692307692307,10,6.07561247066451,9.85714285714285,5,10,3,4.5,8.36231326737079,4.12470453950156,0,10,0,0,0,10,2,2,0,10,0,10,0,10,3,3,0,10,0,10,0,10,3,3,6.04470524826989,10,5.95880075753696,9.85610760609162,0,10,3,4,10,10,7.26126015259661,9.71428571428571,10,10,4,5,3.65384615384615,10,10,4.8899647887324,0,10,3,3,6.99282831816455,1.09235096883519,NA,0.871056202933051,NA,0.343174292512307,NA,0,0.1
"22","Honduras","HND",1.91033281138523,2.24911971830987,NA,7.40236395377546,8.07416267942584,3.04463123498561,6.53047619047619,4.58333333333333,5,2,3,2.17772553392375,7.95281579539657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,7.3235027586553,7.84112578578591,2.93886726203928,6.42228263826144,0,0,2,2.5,8.48,6.14832535885167,3.84014275166134,7.71428571428572,9.16666666666667,0,0,1.5,6.32472790755092,10,5.34666666666667,2.24911971830987,0,10,2,2,4.74248850110348,0.964759422741985,NA,1.16098855263353,NA,0.76149961050859,0.967853068582916,0,0.2
"23","Peru","PER",2.11324650608619,10,NA,7.875,NA,5.28950283042087,7.35714285714285,5,5,2,3.5,3.16227766016838,8.97579452547576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.58287544405155,NA,2.40625364590216,6.86606562325595,0,0,1,1.5,5.75,6.65071770334928,0.579005660841744,4.71428571428571,10,0,1,1,10,NA,10,10,0,10,4,4,10,1.251982675861,NA,1.73205080756888,NA,NA,1.10656884455476,0,0.3
"24","Serbia","SRB",1.49465136158905,4.66989436619718,NA,7.125,3.44976076555024,4.99954230985222,6.14285714285715,2.91666666666667,0,1,1.5,1.47003191720861,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51920240520265,3.42031644636888,4.98866270068908,4.78091443733758,0,0,0,0.5,4.25,3.89952153110048,5.32919025350726,2.28571428571429,5.83333333333333,0,0,0,10,3,10,4.66989436619718,0,0,2,2,2.16099383761203,2.03369098122677,NA,NA,NA,NA,NA,0,0.3
"25","Somalia","SOM",0.965322590763026,9.51144366197182,NA,9.22170447755538,10,9.75572183098591,8,8.41666666666666,10,6,6,9.87555722615752,9.18880240026455,0,10,0,0,0,10,2,2,10,10,10,10,10,10,6,6,10,10,10,10,10,10,6,6,9.18880240026455,10,9.7526630527112,7.93725393319377,8.29658564310243,10,6,6,10,10,10,9,9.83333333333333,10,4,5,8.44340895511076,10,7,9.51144366197182,7,10,2,4,9.75266305271121,2.44448864876314,NA,0.866025403784439,NA,0,NA,0,0.2
"26","Yemen","YEM",0.527218459443671,10,NA,8.24538461538462,10,10,NA,5.25,10,4,4.5,10,6.59883683114558,0,10,10,0,0,10,3,3,0,10,10,0,0,10,3,3,5,10,10,0,0,10,3,3.5,8.05653103436537,10,10,NA,5.24404424085076,10,4,4.5,10,10,10,10,5.5,10,5,5,6.49076923076923,10,NA,10,5,10,3,3,10,2.41467504447838,NA,1.13157348018046,NA,0,NA,0,0.2
"27","Armenia","ARM",NA,4.44982394366198,NA,2.5496,1.85167464114832,4.39725999053638,6.35714285714285,2.91666666666667,0,0,0.5,1.45239821715878,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09685478753299,1.64418651079999,4.39694580990076,5.20988072251727,0,0,0,0.5,4,2.70334928229665,4.34469603741078,2.71428571428571,5.83333333333333,0,0,0,1.0992,1,10,4.44982394366198,0,0,1,1,2.10946058120601,0.959465822779706,NA,NA,NA,NA,NA,0,0.3
"28","Cameroon","CMR",0.717058535281456,5.99031690140845,NA,8.97576923076923,9.06698564593302,5.9397191201603,7.71428571428572,2.16666666666667,10,4,4.5,8.79756429661458,5.55580177804234,0,0,0,0,0,10,1,1,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,8.97157905662268,9.01885319309835,5.93950360644141,7.68114574786861,0,10,4,4.5,9.25,8.13397129186603,5.88912133891214,8.42857142857143,4.33333333333333,10,1,2.5,8.70153846153846,10,7,5.99031690140845,0,10,2,3,7.73971375530675,2.34880830845044,NA,1.06287758190246,NA,0.76149961050859,NA,0,0.1
"29","Colombia","COL",2.23376446690568,2.11707746478873,NA,7.875,5.03588516746411,3.02168173017925,7.57142857142857,8.25,5,3,4,2.14503403430552,6.88179908526353,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,5,0,0,5,10,0,1,2,7.58287544405155,5.03575730894978,2.88309757058903,7.17137165600636,8.15475321515004,0,3,3.5,5.75,5.07177033492823,3.92628599556978,5.14285714285714,9.5,0,0,0.5,10,5,10,2.11707746478873,7,10,3,3.5,4.601171008329,1.03775061597384,NA,0.867961568217991,1.73205080756888,NA,1.04761904761905,0,0.2
"30","Congo DR","COD",1.44893189266081,9.07130281690143,NA,10,10,9.53565140845071,9.71428571428572,2.91666666666667,10,5,5,9.75927186119699,9.09740689156837,10,10,0,0,0,10,3,3,10,10,10,10,0,10,5,5,10,10,10,10,0,10,5,5,10,10,9.52433872607512,9.71008312455225,0,10,5,5,10,10,10,9.42857142857143,5.83333333333333,10,4,4.5,10,10,10,9.07130281690143,0,10,4,4.5,9.52433872607512,1.24387590745932,NA,0.889723374322284,NA,0.249567099242311,NA,0,0.2
"31","Grenada","GRD",NA,NA,NA,4.25033333333333,1,NA,NA,0.583333333333335,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752772652709541,1,NA,NA,0,0,0,0,8.5,NA,NA,2.71428571428571,1.16666666666667,0,0,0.5,0.000666666666667481,1,NA,NA,0,0,0,0,1,1.36930639376292,NA,NA,NA,NA,NA,0.2,0.4
"32","Guinea","GIN",1.61517823313794,5.99031690140844,NA,10,6.91387559808612,7.5979765653978,7.42857142857143,2.41666666666667,2.70842916787598,3,3.5,2.38670816586847,5.82933057414294,10,0,0,0,0,0,1,1,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,10,6.6437004734456,7.42594628940418,7.41619848709566,0,0,3,3.5,10,8.82775119617225,9.20563622938716,7.85714285714286,4.83333333333333,0,1,2.5,10,5,7,5.99031690140844,0,5.41685833575196,1,1.5,5.69637586902323,1.41905985518852,NA,1.73205080756888,NA,NA,NA,0,0.3
"33","Iran","IRN",1.79128799471021,10,NA,5.98304311247818,NA,10,4.32904761904762,8.33333333333334,3.22416693061622,2,2.5,2.83375225494753,7.420300684579,0,0,10,0,0,0,1,1,0,0,10,0,10,0,2,2,0,0,10,0,10,0,2,2,5.96400176167128,NA,10,4.26223728418147,8.22597511950205,0,2,2.5,6.46,2.96650717703349,10,3.57142857142857,9.66666666666667,0,1,1.5,5.50608622495636,NA,5.08666666666667,10,7,6.44833386123243,1,1.5,8.03015184242019,1.06367151752952,NA,1.73205080756888,1.4142135623731,NA,NA,0,0.4
"34","Kenya","KEN",1.83525663414059,8.3230633802817,NA,9.5,10,7.6875592559789,8.85714285714286,6.91666666666667,0.814043811723125,4,4.5,1.91862564086564,8.0205961941241,0,10,0,0,0,0,1,1,10,10,10,10,0,0,4,4,10,10,10,10,5,0,4,4.5,9.48683298050514,10,7.66124675377193,8.7831006565368,6.91616464041547,0,4,4.5,9,10,7.0520551316761,7.71428571428572,6.83333333333333,0,1,2.5,10,10,10,8.3230633802817,7,1.62808762344625,3,4,3.68112434978708,1.15105335243404,NA,1.73205080756888,NA,NA,NA,0,0.3
"35","Malawi","MWI",1.98227744799414,2.24911971830986,NA,9.625,7.5,4.93978260097133,6.50961562494991,2.91666666666667,3.41662654343962,2,2.5,1.9799764275249,8.7293351548411,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,9.61769203083567,7.07106781186548,4.14267852925217,5.58293444474486,0,0,2,2.5,9.25,10,7.63044548363279,9.85714285714286,5.83333333333333,0,1,2.5,10,5,3.16208839275696,2.24911971830986,0,6.83325308687923,1,1,3.92030665355426,1.07757958404862,NA,1.73205080756888,NA,NA,NA,0,0.3
"36","Mali","MLI",0.446899922138343,7.31073943661973,4.67503350562055,7.245,9.11483253588517,6.23689814558035,9.96683149748,2.83333333333333,10,4,4.5,9.24677577075104,4.62024069099405,0,0,0,0,0,10,1,1,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,6.96203993093978,9.07175014634461,6.14375808117495,9.96677630679048,0,10,3,4,9.25,8.22966507177034,5.16305685454098,10,5.66666666666667,10,2,3,5.24,10,9.93366299496001,7.31073943661973,0,10,2,3,8.55028621545486,2.41665254218164,NA,0.365132100862144,NA,0.249567099242311,NA,0,0.2
"37","Montenegro","MNE",NA,3.04137323943662,NA,3.54,1.08612440191387,4.87442769773948,NA,2.75,0,0,0,1.32058825391193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09405882297024,1.08270439355705,4.51663112655725,NA,0,0,0,0,5.26,1.17224880382775,6.70748215604234,3,5.5,0,0,0,1.82,1,NA,3.04137323943662,0,0,0,0,1.74395333637016,1.45006180217321,NA,NA,NA,NA,NA,0,0.3
"38","Nigeria","NGA",0.391004514724517,9.95158450704226,NA,8.14492436523514,9.24641148325359,9.97579225352113,8.57142857142857,2.5,10,5,5,9.98787408892692,8.08693312107271,0,0,0,0,0,10,1,1,0,10,10,10,0,10,4,4,5,10,10,10,0,10,4,4.5,7.98520664241604,9.21565134242132,9.97576288162577,8.45154254728516,0,10,5,5,9.75,8.49282296650718,10,7.14285714285714,5,10,2,3.5,6.53984873047028,10,10,9.95158450704226,0,10,3,3.5,9.97576288162578,2.44534396012831,NA,0.939186134043079,NA,0.328253671098728,NA,0,0.1
"39","Papua New Guinea","PNG",1.43541646928298,8.63116197183099,NA,9.625,NA,7.21091694456674,7.92857142857143,8.25,5,4,4.5,5.42022502075574,5.63526118864062,0,0,0,0,0,0,0,0,10,0,0,10,10,0,3,3,10,0,0,10,10,0,3,3,9.61769203083567,NA,7.06966952862515,7.87400787401181,8.15475321515004,0,4,4,9.25,10,5.79067191730249,8.85714285714286,9.5,10,2,3.5,10,NA,7,8.63116197183099,7,0,1,2.5,2.93788392756266,1.8149577945258,NA,NA,1.4142135623731,NA,NA,0,0.4
