Country,Fr_FCS_Normalised,Fr_REIGN_Normalised,Fr_Displaced_UNHCR_Normalised,Fr_BRD_Normalised,Fr_FCV_status_raw,Fr_pol_trigger_raw,Fr_z_idps_raw,Fr_fatal_z_raw
COG,10,0,10,NA,High-Institutional and Social Fragility,Not Fragile,1.0122623397775035,NA
COL,0,0,9.256171655313933,2.9661040079206167,NA,Not Fragile,0.9256171655313933,-0.4067791984158767
COM,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
CPV,0,0,0,NA,NA,Not Fragile,0,NA
CRI,0,0,0,0,NA,Not Fragile,0,-0.01027302992230406
CUB,0,0,0,0,NA,Not Fragile,0,-0.6580948667849545
CYP,0,0,NA,0,NA,Not Fragile,NA,-0.4339554696137291
CZE,0,0,0,NA,NA,Not Fragile,0,NA
DEU,0,0,0,0,NA,Not Fragile,0,-0.7288168900004861
DJI,0,0,0,NA,NA,Not Fragile,0,NA
DMA,0,0,0,NA,NA,Not Fragile,0,NA
DNK,0,0,0,0,NA,Not Fragile,0,-0.5262348115842176
DOM,0,0,0,NA,NA,Not Fragile,0,NA
DZA,0,0,0,9.527603904009695,NA,Not Fragile,0,0.9055207808019389
ECU,0,0,0,0,NA,Not Fragile,0,-0.9055503817268377
EGY,0,0,0,0,NA,Not Fragile,0,-2.414965380682812
ERI,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
ESP,0,0,0,0,NA,Not Fragile,0,-0.5262348115842176
EST,0,0,0,NA,NA,Not Fragile,0,NA
ETH,0,0,7.504902060320009,NA,NA,Not Fragile,0.7504902060320009,NA
FIN,0,0,NA,0,NA,Not Fragile,NA,-0.5262348115842176
FJI,0,0,0,NA,NA,Not Fragile,0,NA
FRA,0,0,0,0,NA,Not Fragile,0,-0.9963335099111328
FSM,10,NA,NA,NA,High-Institutional and Social Fragility,NA,NA,NA
GAB,0,0,0,NA,NA,Not Fragile,0,NA
GBR,0,NA,0,NA,NA,NA,0,NA
GEO,0,0,10,0,NA,Not Fragile,1.2471388556013376,-0.8768736960457101
GHA,0,0,0,NA,NA,Not Fragile,0,NA
GIN,0,0,0,1.8082122712128417,NA,Not Fragile,0,-0.6383575457574319
GMB,10,10,0,NA,High-Institutional and Social Fragility,Fragile,0,NA
GNB,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
GNQ,0,0,0,NA,NA,Not Fragile,0,NA
GRC,0,0,0,0,NA,Not Fragile,0,-1.2465965583832939
GRD,0,0,0,NA,NA,Not Fragile,0,NA
GTM,0,0,0,0,NA,Not Fragile,0,-4.181161082699605
GUY,0,0,0,0,NA,Not Fragile,0,-0.7309324507191731
HND,0,0,10,0,NA,Not Fragile,1.0915648462872956,-1.2936277002951093
HRV,0,0,0,NA,NA,Not Fragile,0,NA
HTI,10,10,0,NA,High-Institutional and Social Fragility,Fragile,0,NA
HUN,0,0,0,NA,NA,Not Fragile,0,NA
IDN,0,0,0,5.084969316134195,NA,Not Fragile,0,0.016993863226839007
IND,0,0,0,0,NA,Not Fragile,0,-3.431484377290661
IRL,0,0,NA,NA,NA,Not Fragile,NA,NA
IRN,0,0,0,3.62687539727742,NA,Not Fragile,0,-0.27462492054451604
IRQ,10,10,0,0,Medium-Intensity conflict,Fragile,-1.2855425812055121,-2.077437486598493
ISL,0,0,0,NA,NA,Not Fragile,0,NA
ISR,0,0,0,NA,NA,Not Fragile,0,NA
ITA,0,0,0,0,NA,Not Fragile,0,NaN
JAM,0,0,0,NA,NA,Not Fragile,0,NA
JOR,0,0,0,0,NA,Not Fragile,0,-0.8211981563503457
JPN,0,0,0,0,NA,Not Fragile,0,NaN
KAZ,0,0,0,0,NA,Not Fragile,0,-0.7569823484894797
KEN,0,0,0,NA,NA,Not Fragile,0,NA
KGZ,0,0,0,0,NA,Not Fragile,0,-0.8746395311412329
KHM,0,0,0,NA,NA,Not Fragile,0,NA
KIR,10,0,NA,NA,High-Institutional and Social Fragility,Not Fragile,NA,NA
KNA,0,0,0,NA,NA,Not Fragile,0,NA
KOR,0,0,0,0,NA,Not Fragile,0,NaN
KWT,0,0,0,NA,NA,Not Fragile,0,NA
LAO,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
LBN,10,0,0,4.9450266587162,High-Institutional and Social Fragility,Not Fragile,0,-0.010994668256759838
LBR,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
LBY,10,0,6.422773190305634,NA,High-Intensity conflict,Not Fragile,0.6422773190305634,NA
LCA,0,0,0,NA,NA,Not Fragile,0,NA
LIE,0,0,NA,NA,NA,Not Fragile,NA,NA
LKA,0,0,0,0,NA,Not Fragile,-1.525912797512429,-1.152652421357025
LSO,0,0,0,NA,NA,Not Fragile,0,NA
LTU,0,0,0,NA,NA,Not Fragile,0,NA
LUX,0,0,NA,NA,NA,Not Fragile,NA,NA
LVA,0,0,0,0,NA,Not Fragile,0,NaN
MAR,0,0,0,5,NA,Not Fragile,0,1.3977542400215317
MDA,0,0,0,0,NA,Not Fragile,0,NaN
MDG,0,0,0,0,NA,Not Fragile,0,-1.0752852777890234
MDV,0,0,0,NA,NA,Not Fragile,0,NA
MEX,0,0,0,0,NA,Not Fragile,0,-3.318764154581884
MHL,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
MKD,0,0,0,0,NA,Not Fragile,0,-0.2930026560268554
MLI,10,10,10,0,Medium-Intensity conflict,Fragile,1.7496008717811562,-1.1494443984257048
MLT,0,0,0,0,NA,Not Fragile,0,NaN
MMR,10,0,0,2.8322882581325644,Medium-Intensity conflict,Not Fragile,-1.3479267734110076,-0.433542348373487
MNE,0,0,0,NA,NA,Not Fragile,0,NA
MNG,0,0,0,NA,NA,Not Fragile,0,NA
MOZ,10,0,10,3.3615422097463483,Medium-Intensity conflict,Not Fragile,2.0302800767022235,-0.32769155805073014
MRT,0,0,0,0,NA,Not Fragile,0,-0.9444730356567677
MUS,0,0,0,NA,NA,Not Fragile,0,NA
MWI,0,0,0,8.101301346252733,NA,Not Fragile,0,0.6202602692505464
MYS,0,0,0,NA,NA,Not Fragile,0,NA
NAM,0,0,0,0,NA,Not Fragile,0,0.8972501895130415
NER,10,0,10,6.67996094473851,Medium-Intensity conflict,Not Fragile,1.0633786943397732,0.33599218894770194
NGA,10,0,6.099471707998688,6.844504877139672,Medium-Intensity conflict,Not Fragile,0.6099471707998688,0.36890097542793443
NIC,0,0,0,NA,NA,Not Fragile,0,NA
NLD,0,0,0,0,NA,Not Fragile,0,-0.5262348115842176
NOR,0,0,0,0,NA,Not Fragile,0,-0.5262348115842176
NPL,0,0,0,0,NA,Not Fragile,0,-0.880002480447251
NRU,0,0,NA,NA,NA,Not Fragile,NA,NA
NZL,0,0,0,NA,NA,Not Fragile,0,NA
OMN,0,0,0,NA,NA,Not Fragile,0,NA
PAK,0,0,0,0,NA,Not Fragile,-0.8077564707857695,-1.5266675275195405
PAN,0,0,0,5,NA,Not Fragile,0,1.4762240047947883
PER,0,0,0,0,NA,Not Fragile,0,-0.8646192144649945
PHL,0,0,3.783154163482161,0,NA,Not Fragile,0.378315416348216,-2.1837444050596337
PLW,0,0,NA,NA,NA,Not Fragile,NA,NA
PNG,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
POL,0,0,0,0,NA,Not Fragile,0,NaN
PRK,0,0,0,NA,NA,Not Fragile,0,NA
PRT,0,0,0,0,NA,Not Fragile,0,-0.8894991799933214
PRY,0,0,0,10,NA,Not Fragile,0,1.2389972721449747
QAT,0,0,0,NA,NA,Not Fragile,0,NA
ROU,0,0,0,NA,NA,Not Fragile,0,NA
RUS,0,0,0,0,NA,Not Fragile,0,-1.0742827313612273
RWA,0,0,0,NA,NA,Not Fragile,0,NA
SAU,0,0,0,0,NA,Not Fragile,0,-2.0168903569734065
SDN,10,0,0,10,High-Institutional and Social Fragility,Not Fragile,-0.6802960174817637,1.308040046887898
SEN,0,0,0,NA,NA,Not Fragile,0,NA
SGP,0,0,0,NA,NA,Not Fragile,0,NA
SLB,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
SLE,0,0,0,NA,NA,Not Fragile,0,NA
SLV,0,0,9.128624175582221,NA,NA,Not Fragile,0.9128624175582222,NA
SOM,10,10,10,0,High-Intensity conflict,Fragile,1.1058660653314456,-2.5514614101388076
SRB,0,0,0,NA,NA,Not Fragile,-1.2133253527253185,NA
SSD,10,10,0,NA,Medium-Intensity conflict,Fragile,-1.1191873352362511,NA
STP,0,0,0,NA,NA,Not Fragile,0,NA
SUR,0,0,0,NA,NA,Not Fragile,0,NA
SVK,0,0,0,NA,NA,Not Fragile,0,NA
SVN,0,0,0,NA,NA,Not Fragile,0,NA
SWE,0,0,0,0,NA,Not Fragile,0,-0.5262348115842176
SWZ,0,0,0,NA,NA,Not Fragile,0,NA
SYC,0,0,0,NA,NA,Not Fragile,0,NA
SYR,10,10,0,0,High-Intensity conflict,Fragile,-0.6127617146657469,-1.6321731617274133
TCD,10,0,10,NA,Medium-Intensity conflict,Not Fragile,1.0277231751881997,NA
TGO,0,0,0,NA,NA,Not Fragile,0,NA
THA,0,0,0,0,NA,Not Fragile,0,-2.0812375089661566
TJK,0,0,0,NA,NA,Not Fragile,0,NA
TKM,0,0,0,NA,NA,Not Fragile,0,NA
TLS,10,0,0,NA,High-Institutional and Social Fragility,Not Fragile,0,NA
TON,0,0,0,NA,NA,Not Fragile,0,NA
TTO,0,0,0,NA,NA,Not Fragile,0,NA
TUN,0,0,0,0,NA,Not Fragile,0,-0.11718496403138415
TUR,0,0,0,0,NA,Not Fragile,0,-2.27694456445104
TUV,10,0,NA,NA,High-Institutional and Social Fragility,Not Fragile,NA,NA
TZA,0,0,0,NA,NA,Not Fragile,0,NA
UGA,0,0,0,10,NA,Not Fragile,0,1.2337737179758443
UKR,0,0,0,0,NA,Not Fragile,-1.3430592757424988,-1.395815897963958
URY,0,0,0,NA,NA,Not Fragile,0,NA
USA,0,0,0,0,NA,Not Fragile,0,-1.464184137152328
UZB,0,0,0,0,NA,Not Fragile,0,-1.0574962756331816
VCT,0,0,0,NA,NA,Not Fragile,0,NA
VEN,10,0,0,0,High-Institutional and Social Fragility,Not Fragile,0,-2.240945688964085
VNM,0,0,0,NA,NA,Not Fragile,0,NA
VUT,0,0,NA,NA,NA,Not Fragile,NA,NA
WSM,0,0,NA,NA,NA,Not Fragile,NA,NA
YEM,10,0,10,0,Medium-Intensity conflict,Not Fragile,1.4237931816051559,-2.2553268573258665
ZAF,0,0,0,7.0474748826343845,NA,Not Fragile,0,0.4094949765268769
ZMB,0,0,0,0,NA,Not Fragile,0,-0.15537434998533708
ZWE,10,0,10,NA,High-Institutional and Social Fragility,Not Fragile,2.041241452319315,NA
